Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
concretion,0.25,0.25,0,0,0.278,0.444,0.5,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,1,1,18,0.5
concubinage,0,0,0,0,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
concubine,0.333333333,0.037037037,0,0.148148148,0.093,0.171,0.481481481,0.333333333,0.074074074,0.037037037,0.018518519,0,0,0.037037037,0,0.018518519,0,0,0,0,0.462962963,0,1,0,145,0.476
concupiscence,0,0,0,0,0.652,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1,25,0
concurrence,0.135135135,0,0,0.027027027,0.221,0.022,0.797297297,0.135135135,0,0.027027027,0,0,0,0,0,0,0,0,0.027027027,0,0.77027027,0.040540541,1,1,183,0.044
concussion,0.713136729,0.021447721,0,0.08847185,0.1,0.191,0.163538874,0.699731903,0.075067024,0.010723861,0,0,0.008042895,0,0.013404826,0.018766756,0,0,0.013404826,0,0.150134048,0.010723861,1,1,615,0.268
condemnation,0.344,0.008,0,0.04,0.369,0.041,0.596,0.344,0.016,0,0,0,0,0,0.008,0.024,0,0,0.072,0,0.524,0.012,1,1,802,0.095
condensation,0.195121951,0,0,0.085365854,0.685,0.008,0.719512195,0.182926829,0.073170732,0.024390244,0,0,0,0,0,0,0,0,0.097560976,0,0.62195122,0,1,1,410,0.01
condenser,0.365853659,0,0,0.024390244,0.06,0.265,0.609756098,0.365853659,0,0,0,0,0,0,0,0.024390244,0,0,0,0,0.609756098,0,1,0,117,0.291
condescension,0.272727273,0,0.022727273,0,0.471,0.01,0.727272727,0.25,0.022727273,0,0,0,0,0,0,0,0,0,0.113636364,0,0.613636364,0,1,1,215,0.009
condiment,0.428571429,0,0,0.123809524,0.086,0.256,0.419047619,0.438095238,0.028571429,0,0,0,0,0,0,0.095238095,0,0,0.123809524,0,0.295238095,0.019047619,1,1,304,0.549
condition,0.180357623,0.013444474,6.72E-05,0.142914762,0.072,0.358,0.657569239,0.170139823,0.053643453,0.010016133,0.000268889,6.72E-05,0.000537779,0,0.012772251,0.090615757,0,0,0.077440172,0,0.580129067,0.004369454,1,1,34927,0.621
conditional,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.6
conditions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
condolence,0,0.076923077,0,0,0.128,0.35,0.923076923,0,0,0,0,0,0,0,0.076923077,0,0,0,0.461538462,0,0.461538462,0,1,1,313,0.732
condom,0.658969805,0.019538188,0,0.031971581,0.031,0.55,0.280639432,0.660746004,0.017761989,0.003552398,0.001776199,0,0,0.001776199,0.017761989,0.008880995,0,0,0.01598579,0,0.264653641,0.007104796,1,0,2273,0.436
condominium,0.462222222,0.022222222,0,0.151111111,0.048,0.282,0.328888889,0.462222222,0.017777778,0.12,0,0,0.004444444,0,0.017777778,0.017777778,0,0,0.022222222,0,0.306666667,0.031111111,1,1,738,0.417
condonation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
condor,0.169014085,0.014084507,0,0.126760563,0.084,0.304,0.690140845,0.147887324,0.056338028,0.084507042,0,0,0,0,0.014084507,0.007042254,0,0,0.014084507,0,0.669014085,0,1,0,314,0.395
conduciveness,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
conduct,0.021226415,0,0.005896226,0.009433962,0.502,0,0.963443396,0.02004717,0.002358491,0.005896226,0,0,0,0,0,0.002358491,0,0,0.069575472,0,0.893867925,0.005896226,0,1,4007,0
conductance,0,0,0,0,0.676,0.029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47,0.021
conduction,0.090909091,0,0,0,0.8,0,0.909090909,0.090909091,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0.818181818,0,0,1,182,0
conductivity,0.133333333,0,0,0.022222222,0.404,0.04,0.844444444,0.133333333,0,0.022222222,0,0,0,0,0,0,0,0,0.044444444,0,0.8,0,1,1,191,0.047
conductor,0.25840708,0.016814159,0,0.037168142,0.181,0.15,0.684070796,0.255752212,0.017699115,0.007079646,0,0.000884956,0,0,0.015929204,0.015044248,0,0,0.026548673,0,0.657522124,0.003539823,1,0,2150,0.222
conductress,0.5,0,0,0,0,0.286,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,7,0.714
conduit,0.579387187,0.002785515,0,0.04178273,0.059,0.171,0.376044568,0.573816156,0.019498607,0,0,0,0,0,0.002785515,0.027855153,0.002785515,0,0.036211699,0,0.337047354,0,1,0,548,0.301
cone,0.383597884,0.009259259,0,0.075396825,0.171,0.215,0.522486772,0.374338624,0.048941799,0.011904762,0.005291005,0,0.001322751,0.001322751,0.006613757,0.018518519,0,0,0.025132275,0,0.496031746,0.009259259,1,0,1855,0.326
confab,0.6,0,0,0,0.172,0.069,0.333333333,0.533333333,0.066666667,0,0,0,0,0,0,0,0,0,0.133333333,0,0.2,0.066666667,1,0,29,0.172
confabulation,0.333333333,0,0,0,0.333,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0.583333333,0,1,0,28,0.107
confection,0.438596491,0,0,0.078947368,0.072,0.221,0.48245614,0.421052632,0.026315789,0,0,0,0,0,0,0.070175439,0.00877193,0,0.114035088,0,0.359649123,0,1,1,210,0.376
confectioner,0.109090909,0,0,0.072727273,0.015,0.018,0.672727273,0.127272727,0,0.145454545,0,0,0,0,0,0.036363636,0,0,0.054545455,0,0.618181818,0.018181818,1,0,351,0.903
confectionery,0,0,0,0,0.357,0.071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,42,0.071
confederacy,0.069478908,0.00248139,0,0,0.028,0.002,0.928039702,0.066997519,0.00248139,0,0,0,0,0,0.00248139,0,0,0,0.00248139,0,0.925558313,0,1,0,457,0.011
confederate,0.207729469,0.014492754,0,0.038647343,0.016,0.17,0.710144928,0.202898551,0.038647343,0.004830918,0,0,0,0,0.014492754,0,0,0,0,0,0.710144928,0.028985507,1,0,340,0.579
confederation,0.367088608,0.004219409,0,0.029535865,0.225,0.042,0.599156118,0.367088608,0.016877637,0.008438819,0,0,0,0,0.004219409,0.004219409,0,0,0.012658228,0,0.58649789,0,1,1,403,0.102
conference,0.312414867,0.006518778,0.000389181,0.040474801,0.099,0.094,0.588441331,0.309787896,0.017318544,0.011870014,0.000486476,0,0.000291886,9.73E-05,0.006129597,0.013718622,0,0,0.041253162,0,0.547188169,0.051858338,1,1,19151,0.126
conferment,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0
confession,0.519163763,0.006968641,0,0.027874564,0.195,0.189,0.427409988,0.515679443,0.013937282,0.009291521,0.00116144,0,0,0,0.006968641,0.011614402,0,0,0.068524971,0,0.358885017,0.013937282,1,1,2288,0.298
confessional,0.219512195,0,0,0,0.118,0.053,0.772357724,0.219512195,0,0,0,0,0,0,0,0,0,0,0.016260163,0,0.756097561,0.008130081,1,0,198,0.131
confessor,0.172727273,0,0,0.027272727,0.118,0.167,0.8,0.172727273,0.009090909,0,0,0,0,0,0,0.018181818,0,0,0,0,0.8,0,1,0,230,0.257
confetti,0.382352941,0,0,0,0.397,0,0.617647059,0.382352941,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0.558823529,0,0,1,222,0
confidant,0.804123711,0.041237113,0,0.06185567,0.108,0.108,0.092783505,0.762886598,0.06185567,0,0,0,0,0,0.041237113,0.041237113,0,0,0,0,0.092783505,0,1,0,301,0.233
confidence,0.153792624,0.000695894,0.007654836,0.037578288,0.575,0.007,0.798190675,0.151704941,0.003479471,0.010438413,0,0,0,0,0.000695894,0.025748086,0,0.003479471,0.238691719,0,0.556019485,0.009742519,1,1,9238,0.011
confidentiality,0.03,0,0.02,0.01,0.742,0,0.94,0.03,0,0.01,0,0,0,0,0,0,0,0.01,0.05,0,0.88,0.02,1,1,1060,0
configuration,0.241529105,0.021720243,0,0.103388358,0.082,0.191,0.622067767,0.230234579,0.06429192,0.013900956,0.004344049,0,0,0.002606429,0.017376195,0.035621199,0,0,0.139878367,0,0.482189401,0.009556907,1,0,2131,0.344
confinement,0.049382716,0,0,0.074074074,0.607,0.004,0.864197531,0.049382716,0.024691358,0.037037037,0,0,0,0,0,0.012345679,0,0,0.111111111,0,0.75308642,0.012345679,1,1,624,0.021
confines,0.001564945,0,0,0.018779343,0.003,0,0.973395931,0.001564945,0.00312989,0,0,0,0,0,0,0.015649452,0,0,0.00312989,0,0.970266041,0.006259781,0,0,766,0
confirmation,0.386627907,0.005813953,0,0.040697674,0.564,0.02,0.555232558,0.38372093,0.011627907,0.020348837,0,0,0,0,0.005813953,0.011627907,0,0,0.093023256,0,0.462209302,0.011627907,1,1,1674,0.027
confiscation,0.06,0,0,0.02,0.39,0.075,0.92,0.06,0,0.02,0,0,0,0,0,0,0,0,0.04,0,0.88,0,1,1,152,0.112
conflagration,0.415584416,0,0,0.038961039,0.085,0.07,0.538961039,0.415584416,0.006493506,0.006493506,0,0,0,0,0,0.025974026,0,0,0.045454545,0,0.493506494,0.006493506,1,0,201,0.149
conflation,0.111111111,0,0,0,0.055,0.009,0.888888889,0.111111111,0,0,0,0,0,0,0,0,0,0,0.197530864,0,0.691358025,0,1,1,110,0.055
conflict,0.214353548,0.013431013,0.001085334,0.054131054,0.323,0.179,0.709673043,0.214082214,0.010582011,0.006647673,0.000407,0,0.000271334,0,0.01315968,0.038258038,0,0,0.105684439,0,0.603988604,0.006919007,1,1,19743,0.258
confluence,0.341145833,0.002604167,0,0.015625,0.067,0.011,0.640625,0.341145833,0.005208333,0,0,0,0.002604167,0,0,0.010416667,0,0,0.0859375,0,0.5546875,0,1,1,478,0.036
conformance,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0
conformation,0.153846154,0,0,0,0.244,0.049,0.846153846,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.846153846,0,1,1,47,0.085
conformist,0.363636364,0,0,0,0.069,0.448,0.636363636,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636,0,1,0,29,0.552
conformity,0.265625,0,0.015625,0,0.727,0.003,0.71875,0.265625,0,0,0,0,0,0,0,0,0,0,0.21875,0,0.5,0.015625,0,1,782,0.004
confraternity,0.2,0,0,0,0.023,0.091,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0.742857143,0,0,0,44,0.205
confrere,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
confrontation,0.466567608,0.011887073,0,0.033432392,0.293,0.12,0.477711738,0.459138187,0.008915305,0.002971768,0,0,0,0,0.011887073,0.02897474,0,0.000742942,0.088410104,0,0.388558692,0.010401189,1,1,2803,0.173
confucian,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,47,0
confucianism,0,0,0,0,0.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,120,0
confucius,0,0,0,0,0.818,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,155,0
confusion,0.133165829,0.000837521,0.004187605,0.010887772,0.477,0.013,0.854271357,0.133165829,0.000837521,0.002512563,0,0,0,0,0.000837521,0.007537688,0,0.000837521,0.257118928,0,0.596314908,0.000837521,0,1,4295,0.029
confutation,1,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
conga,0.5,0,0,0,0.261,0.087,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,70,0.086
conge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
conger,0,0,0,0.5,0.758,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,70,0
congestion,0.062015504,0,0,0.031007752,0.68,0,0.891472868,0.062015504,0,0.015503876,0,0,0,0,0,0.015503876,0,0,0.069767442,0,0.821705426,0.015503876,0,1,944,0.002
conglomerate,0.398843931,0.01734104,0,0.086705202,0.043,0.226,0.49132948,0.398843931,0.046242775,0.005780347,0,0,0,0.002890173,0.014450867,0.034682081,0,0,0.026011561,0,0.465317919,0.005780347,1,0,639,0.372
conglomeration,0.73015873,0,0,0.047619048,0.114,0.051,0.222222222,0.73015873,0,0,0,0,0,0,0,0.047619048,0,0,0.095238095,0,0.126984127,0,1,1,79,0.139
congo,0.017274472,0,0,0.005758157,0.39,0.002,0.967370441,0.017274472,0.003838772,0,0,0,0,0,0,0.001919386,0,0.001919386,0.001919386,0,0.96353167,0.009596929,0,0,1362,0.008
congratulation,0.034482759,0.137931034,0,0.103448276,0.021,0.81,0.413793103,0.24137931,0.034482759,0,0,0,0,0.034482759,0.103448276,0.068965517,0,0,0,0,0.413793103,0.103448276,1,0,881,0.969
congratulations,0.058823529,0,0,0,0.101,0,0.058823529,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0.058823529,0.882352941,0,0,169,0
congregation,0.187393526,0.023850085,0,0.051675185,0.04,0.167,0.726859739,0.182850653,0.018739353,0.014196479,0.002271437,0,0.000567859,0.000567859,0.022714367,0.021010789,0,0.002839296,0.04088586,0,0.683134583,0.010221465,1,1,2959,0.272
congregationalism,1,0,0,0,0.833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
congregationalist,0.75,0.25,0,0,0.182,0.364,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,1,0,24,0.25
congress,0.091523661,0.001040042,0,0.036921477,0.732,0.002,0.822152886,0.088403536,0.007280291,0.024440978,0,0,0,0,0.001040042,0.008320333,0,0,0.023660946,0,0.79849194,0.048361934,1,1,21004,0.007
congressman,0.431226766,0.045848823,0,0.083023544,0.099,0.16,0.428748451,0.413878563,0.053283767,0.012391574,0.001239157,0.001239157,0.001239157,0,0.043370508,0.038413879,0,0,0.049566295,0,0.379182156,0.006195787,1,0,1817,0.238
congresswoman,0.35483871,0,0,0.048387097,0.189,0.044,0.596774194,0.35483871,0,0.032258065,0,0,0,0,0,0.016129032,0,0,0.016129032,0,0.580645161,0,1,0,145,0.062
congruence,0.220930233,0,0,0.011627907,0.633,0.003,0.755813953,0.220930233,0,0,0,0,0,0,0,0.011627907,0,0,0.162790698,0,0.593023256,0.011627907,0,1,338,0.009
congruity,0.285714286,0,0,0,0.677,0.032,0.714285714,0.285714286,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.571428571,0,1,1,33,0.061
conifer,0.214285714,0.053571429,0.017857143,0.053571429,0.128,0.439,0.642857143,0.196428571,0.017857143,0,0,0,0,0,0.053571429,0.053571429,0,0.017857143,0.142857143,0,0.482142857,0.035714286,1,0,237,0.544
conjecture,0.205357143,0.017857143,0.008928571,0.133928571,0.393,0.127,0.633928571,0.205357143,0.044642857,0.017857143,0,0,0,0,0.017857143,0.071428571,0,0,0.214285714,0,0.419642857,0.008928571,1,1,408,0.243
conjugation,0.074074074,0,0.037037037,0.037037037,0.258,0.194,0.851851852,0.074074074,0,0,0,0,0,0,0,0.037037037,0,0,0.037037037,0,0.814814815,0.037037037,1,1,71,0.366
conjunct,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,6,0
conjunction,0.254901961,0.006535948,0,0.019607843,0.855,0.023,0.718954248,0.254901961,0.006535948,0,0,0,0,0,0.006535948,0.013071895,0,0,0.111111111,0,0.607843137,0,1,1,1611,0.04
conjunctiva,0,0,0,0,0.222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0.056
conjunctive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.5
conjunctivitis,0,0,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
conjuncture,0.261904762,0.023809524,0,0.023809524,0.082,0.164,0.69047619,0.261904762,0,0,0,0,0,0,0.023809524,0.023809524,0,0,0.19047619,0,0.5,0,1,0,61,0.262
conjuration,0,0,0,0,0.2,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.8,0,1,0,11,0.091
conjurer,0.714285714,0,0,0,0.192,0.077,0.285714286,0.714285714,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.214285714,0,1,0,30,0.233
conk,0.666666667,0,0,0,0.526,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,20,0.05
conker,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.5
connection,0.322243208,0.009879413,0.000871713,0.047072497,0.159,0.205,0.617463315,0.31991864,0.006683132,0.005375563,0.001016998,0,0.000145285,0.000145285,0.0090077,0.036611942,0.000145285,0.000145285,0.129013512,0,0.488159233,0.003341566,1,1,14535,0.354
connective,0,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1
connivance,0.111111111,0,0,0,0.351,0.027,0.888888889,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0,0,1,37,0.027
connoisseur,0.680272109,0.006802721,0,0.040816327,0.072,0.302,0.265306122,0.680272109,0.006802721,0,0,0,0,0,0.006802721,0.034013605,0,0,0.040816327,0,0.224489796,0.006802721,1,0,303,0.406
connotation,0.305949008,0.033994334,0,0.031161473,0.039,0.325,0.617563739,0.303116147,0.014164306,0,0,0,0,0,0.033994334,0.019830028,0,0,0.059490085,0,0.558073654,0.011331445,1,0,747,0.635
conqueror,0.184210526,0.006578947,0,0.019736842,0.064,0.223,0.789473684,0.184210526,0.006578947,0,0,0,0,0,0.006578947,0.013157895,0,0,0.013157895,0,0.776315789,0,1,0,292,0.49
conquest,0.0896,0.0016,0,0.0208,0.295,0.045,0.8784,0.0864,0.0096,0.0064,0,0,0,0,0.0016,0.008,0,0.0016,0.024,0,0.8528,0.0096,1,1,1427,0.133
conquistador,0.090909091,0,0,0.034090909,0.079,0.171,0.875,0.090909091,0.022727273,0,0,0,0,0,0,0.011363636,0,0,0.034090909,0,0.840909091,0,1,0,161,0.64
conrad,0.125,0,0,0.125,0.779,0,0.375,0.083333333,0.041666667,0.125,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,1040,0
consanguinity,0,0,0,0,0.829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,0
conscience,0.526530612,0,0.012244898,0.002040816,0.384,0.015,0.469387755,0.526530612,0,0,0,0,0,0,0,0.002040816,0,0,0.03877551,0,0.430612245,0.002040816,1,1,2360,0.051
conscientiousness,0.333333333,0,0,0,0.444,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,1,77,0
consciousness,0.359086918,0.001755926,0.004389816,0.014925373,0.571,0.002,0.616330114,0.354697103,0.011413521,0.003511853,0.000877963,0,0,0,0.000877963,0.005267779,0,0,0.086918349,0,0.529411765,0.007023705,0,1,5537,0.007
conscript,0,0.176470588,0,0.147058824,0.005,0.713,0.647058824,0,0.058823529,0.058823529,0.029411765,0,0,0,0.147058824,0,0,0,0.058823529,0,0.588235294,0.029411765,1,0,201,0.97
conscription,0.071428571,0,0,0,0.872,0.004,0.928571429,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0,0,1,310,0.003
consecration,0.1,0,0,0,0.294,0.012,0.875,0.1,0,0,0,0,0,0,0,0,0,0,0.025,0,0.85,0.025,1,1,88,0.011
consensus,0.552677029,0.001295337,0,0.005181347,0.445,0.002,0.439119171,0.551381693,0.001727116,0.001727116,0,0,0,0.000431779,0.000863558,0.003022453,0,0.000863558,0.075561313,0,0.362694301,0.001727116,0,1,5145,0.002
consent,0.108173077,0,0,0.021634615,0.569,0.014,0.860576923,0.105769231,0.004807692,0.004807692,0,0,0,0,0,0.016826923,0,0,0.045673077,0,0.814903846,0.007211538,0,1,3728,0.015
consequence,0.265998568,0.012455261,0.000143164,0.043092341,0.049,0.284,0.676020043,0.25110952,0.032927702,0.004151754,0.000143164,0,0,0,0.012312097,0.021617752,0,0,0.039799571,0,0.636220472,0.001717967,1,1,12609,0.729
conservancy,0.014705882,0,0,0.002941176,0.078,0.01,0.982352941,0.014705882,0,0.002941176,0,0,0,0,0,0,0,0,0,0,0.982352941,0,0,0,434,0.014
conservation,0.03960396,0.012376238,0.00990099,0.089108911,0.703,0,0.841584158,0.034653465,0.007425743,0.074257426,0,0,0,0,0.012376238,0.012376238,0,0,0.02970297,0,0.811881188,0.017326733,0,1,6949,0
conservationist,0.405063291,0.088607595,0,0.101265823,0.037,0.561,0.405063291,0.392405063,0.012658228,0.050632911,0,0,0,0,0.088607595,0.050632911,0,0,0.063291139,0,0.341772152,0,1,0,423,0.721
conservatism,0.254385965,0,0,0,0.623,0,0.736842105,0.254385965,0,0,0,0,0,0,0,0,0,0,0.149122807,0,0.587719298,0.00877193,0,1,765,0
conservative,0.120289855,0.191304348,0,0.08115942,0.014,0.671,0.597101449,0.12173913,0.030434783,0.007246377,0.002898551,0,0.002898551,0,0.188405797,0.043478261,0,0,0.142028986,0,0.455072464,0.004347826,1,0,2946,0.877
conservatoire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0
conservatory,0.161538462,0.003846154,0,0.003846154,0.115,0.07,0.830769231,0.161538462,0.003846154,0,0,0,0,0.003846154,0,0,0,0,0.011538462,0,0.819230769,0,1,0,466,0.092
conserve,0,0,0,1,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0
considerateness,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
consideration,0.363512902,0.032593934,0.002263468,0.17971933,0.393,0.241,0.420552286,0.346763241,0.051607062,0.007243096,0,0,0,0,0.032593934,0.138071526,0,0,0.140787687,0,0.279764599,0.003168855,1,1,8211,0.362
consignee,0,0,0,0,0.222,0.111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0.3
consignment,0.361111111,0,0,0.111111111,0.411,0.15,0.444444444,0.361111111,0.083333333,0,0,0,0,0,0,0.027777778,0,0,0.138888889,0,0.305555556,0.083333333,1,1,193,0.124
consignor,0.3,0,0,0.1,0.045,0.455,0.6,0.3,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0.3,0,1,0,22,0.636
consistence,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
consistency,0.230046948,0.002347418,0,0.01056338,0.543,0.017,0.753521127,0.228873239,0.002347418,0.005868545,0,0,0,0,0.002347418,0.005868545,0,0,0.071596244,0,0.681924883,0.001173709,1,1,3275,0.024
consistory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.25
consolation,0.279166667,0.004166667,0,0.0375,0.418,0.021,0.675,0.220833333,0.066666667,0,0,0,0,0,0.004166667,0.029166667,0,0,0.295833333,0,0.379166667,0.004166667,1,1,729,0.086
console,0.216112532,0,0,0.019181586,0.074,0.005,0.757033248,0.21483376,0.002557545,0.015345269,0,0,0,0,0,0.002557545,0,0,0.020460358,0,0.73657289,0.007672634,1,0,1187,0.005
consolidation,0.131313131,0,0,0.02020202,0.454,0.018,0.845959596,0.131313131,0,0.005050505,0,0,0,0,0,0.015151515,0,0,0.088383838,0,0.757575758,0.002525253,1,1,1228,0.041
consomme,0.473684211,0,0,0,0.462,0,0.526315789,0.421052632,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0.421052632,0,1,1,42,0.048
consonance,0.142857143,0,0,0,0.724,0.023,0.857142857,0.142857143,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.714285714,0,0,1,87,0.034
consonant,0,0.03030303,0,0.287878788,0.004,0.584,0.651515152,0,0.151515152,0.121212121,0,0,0,0.015151515,0.015151515,0.03030303,0,0,0.090909091,0,0.560606061,0.015151515,1,0,253,0.992
consort,0.256756757,0.027027027,0,0.081081081,0.189,0.045,0.608108108,0.256756757,0.054054054,0.027027027,0,0,0,0.013513514,0.013513514,0.013513514,0,0,0,0,0.608108108,0.013513514,1,0,215,0.163
consortium,0.433136095,0,0,0.010650888,0.135,0.013,0.552662722,0.429585799,0.004733728,0.002366864,0,0,0,0,0,0.007100592,0,0,0.01183432,0,0.540828402,0.003550296,1,0,1162,0.022
conspectus,1,0,0,0,0.333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
conspicuousness,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0
conspiracy,0.585421412,0.003416856,0.002277904,0.011389522,0.292,0.067,0.388382688,0.582004556,0.005694761,0.002277904,0,0.001138952,0.001138952,0,0.001138952,0.006833713,0,0,0.061503417,0,0.326879271,0.011389522,1,1,2172,0.072
conspirator,0.262569832,0.061452514,0,0.156424581,0.014,0.275,0.508379888,0.25698324,0.12849162,0.016759777,0,0,0,0,0.061452514,0.016759777,0,0,0.022346369,0,0.480446927,0.011173184,1,0,288,0.719
constable,0.275,0.00625,0,0.0875,0.323,0.019,0.6,0.26875,0.06875,0.01875,0,0,0,0,0.00625,0.00625,0,0,0.0125,0,0.5875,0.03125,1,0,411,0.119
constabulary,0.0625,0,0,0.020833333,0.231,0,0.895833333,0.0625,0.020833333,0,0,0,0,0,0,0,0,0,0.020833333,0,0.875,0.020833333,1,0,74,0
constancy,0.230769231,0,0,0,0.385,0,0.769230769,0.230769231,0,0,0,0,0,0,0,0,0,0,0.092307692,0,0.676923077,0,0,1,149,0
constant,0.238461538,0.046153846,0.003846154,0.092307692,0.04,0.244,0.619230769,0.138461538,0.157692308,0,0,0,0,0,0.046153846,0.034615385,0,0,0.042307692,0,0.576923077,0.003846154,1,0,409,0.494
constellation,0.317715959,0.020497804,0,0.060029283,0.046,0.196,0.597364568,0.306002928,0.043923865,0.01317716,0,0,0.001464129,0.001464129,0.017569546,0.016105417,0,0,0.068814056,0,0.528550512,0.002928258,1,0,1238,0.389
consternation,0.037037037,0,0,0,0.513,0,0.962962963,0.037037037,0,0,0,0,0,0,0,0,0,0,0.197530864,0,0.765432099,0,0,1,275,0
constipation,0,0,0,0,0.732,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0.714285714,0.142857143,0,1,173,0
constituency,0.451104101,0.044164038,0,0.110410095,0.037,0.252,0.391167192,0.449526814,0.052050473,0.007886435,0.001577287,0,0,0,0.044164038,0.05362776,0,0,0.107255521,0,0.283911672,0,1,0,1534,0.471
constituent,0.222222222,0.12345679,0,0.12037037,0.007,0.293,0.524691358,0.216049383,0.049382716,0.012345679,0.00617284,0,0.00308642,0,0.117283951,0.058641975,0,0,0.067901235,0,0.456790123,0.009259259,1,0,1668,0.724
constitution,0.101902399,0.00082713,0,0.006617039,0.049,0.021,0.859387924,0.101075269,0.001819686,0.003473945,0,0,0.000165426,0,0.000661704,0.001985112,0,0,0.0127378,0,0.846650124,0.031265509,1,1,7772,0.046
