Noun,A+N,F+N,all+N,O-Den,Bare Singular,Bare Plural,Non-Denumerators,a/an,number,digits,plural numeral,approximative,comparative,round numbers,imprecise quantifier,precise quantifier,non denumerating quantifier,measure,non quantificational,partitive,the,N/A,Celex_Countable,Celex_Uncountable,Noun Count,Plural Noun Percentage
infiltration,0.129032258,0,0,0,0.637,0.013,0.870967742,0.129032258,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0.806451613,0,1,1,349,0.026
infiltrator,0.526315789,0,0,0.105263158,0.098,0.333,0.368421053,0.526315789,0,0.105263158,0,0,0,0,0,0,0,0,0.052631579,0,0.315789474,0,1,0,60,0.433
infinitive,0,0,0,0,0,0.696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1
infinitude,0.384615385,0,0,0,0.333,0,0.615384615,0.384615385,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0.538461538,0,1,1,24,0
infinity,0.464912281,0.00877193,0.00877193,0.043859649,0.689,0.018,0.429824561,0.447368421,0.043859649,0.01754386,0,0,0,0,0.00877193,0,0,0,0.01754386,0,0.412280702,0.052631579,0,1,620,0.026
infirmary,0.075471698,0,0,0,0.121,0.01,0.924528302,0.075471698,0,0,0,0,0,0,0,0,0,0,0,0,0.924528302,0,1,0,225,0.049
infirmity,0.2,0.033333333,0,0.066666667,0.174,0.152,0.7,0.2,0,0,0,0,0,0,0.033333333,0.066666667,0,0,0.166666667,0,0.533333333,0,1,1,133,0.414
inflammation,0.405594406,0,0,0.013986014,0.679,0.003,0.573426573,0.405594406,0,0.013986014,0,0,0,0,0,0,0,0,0.097902098,0,0.475524476,0.006993007,1,1,939,0.007
inflation,0.085470085,0,0,0.132478632,0.846,0.001,0.713675214,0.085470085,0.064102564,0.042735043,0,0,0,0,0,0.025641026,0,0,0.183760684,0,0.52991453,0.068376068,0,1,3904,0.002
inflection,0.327586207,0.017241379,0,0.051724138,0.229,0.126,0.594827586,0.327586207,0,0,0,0,0,0,0.017241379,0.051724138,0,0,0.051724138,0,0.543103448,0.00862069,1,1,320,0.309
inflexibility,0.057142857,0,0,0,0.258,0,0.942857143,0.057142857,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0.828571429,0,0,1,93,0.011
infliction,0.034482759,0,0,0,0.293,0,0.965517241,0.034482759,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0.931034483,0,1,1,58,0.034
inflorescence,0.25,0,0,0,0.294,0.412,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,17,0.471
inflow,0.262411348,0,0,0.028368794,0.15,0.379,0.695035461,0.262411348,0.007092199,0.007092199,0,0,0,0,0,0.014184397,0,0,0.035460993,0,0.659574468,0.014184397,1,1,364,0.445
influence,0.228070175,0.005990586,0.001996862,0.027385537,0.253,0.083,0.735130509,0.226501212,0.006561118,0.003280559,0.000142633,0,0,0,0.005847953,0.019683355,0,0.000142633,0.067608045,0,0.667379832,0.002710027,1,1,16194,0.145
influenza,0.308823529,0,0,0.102941176,0.674,0.07,0.485294118,0.308823529,0.029411765,0.044117647,0,0,0,0,0,0.044117647,0,0,0.058823529,0,0.426470588,0.088235294,0,1,765,0.063
influx,0.359391965,0,0,0.003257329,0.05,0.021,0.634093377,0.357220413,0.002171553,0.001085776,0,0,0,0,0,0.002171553,0,0,0.052117264,0,0.581976113,0.003257329,1,1,1022,0.023
info,0.048076923,0,0.024038462,0.072115385,0.78,0,0.735576923,0.038461538,0.009615385,0.072115385,0,0,0,0,0,0,0,0,0.341346154,0,0.394230769,0.144230769,0,1,1809,0
informality,0.093023256,0,0,0,0.482,0,0.88372093,0.093023256,0,0,0,0,0,0,0,0,0,0,0.069767442,0,0.813953488,0.023255814,1,1,116,0
informant,0.405172414,0.055172414,0,0.146551724,0.029,0.302,0.389655172,0.331034483,0.134482759,0.018965517,0,0,0,0,0.055172414,0.067241379,0,0,0.055172414,0,0.334482759,0.003448276,1,0,1436,0.591
information,0.011785504,0.000491063,0.019740719,0.010214103,0.729,0,0.965232764,0.009723041,0.001571401,0.005499902,0,0,0,0,0.000491063,0.005205264,9.82E-05,0.001374975,0.381850324,0,0.581811039,0.012276566,0,1,62352,0
informer,0.571428571,0,0,0.017857143,0.041,0.299,0.383928571,0.571428571,0.017857143,0,0,0,0,0,0,0.008928571,0,0,0.044642857,0,0.339285714,0.017857143,1,0,225,0.467
infraction,0.257142857,0.057142857,0,0.142857143,0.06,0.436,0.535714286,0.25,0.05,0.007142857,0,0,0,0,0.057142857,0.092857143,0,0,0.2,0,0.335714286,0.007142857,1,1,351,0.658
infrastructure,0.2776,0,0.0064,0.0056,0.309,0.02,0.716,0.2776,0.0016,0.0008,0,0,0,0,0,0.0032,0,0,0.0504,0,0.6656,0.0008,1,0,4126,0.03
infrequency,0.058823529,0,0,0,0.083,0,0.941176471,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0,0,1,24,0
infringement,0.551020408,0.010204082,0,0.030612245,0.496,0.12,0.408163265,0.551020408,0,0,0,0,0,0,0.010204082,0.030612245,0,0,0.112244898,0,0.295918367,0,1,1,329,0.131
infusion,0.523474178,0.002347418,0,0.023474178,0.163,0.159,0.441314554,0.514084507,0.014084507,0.007042254,0,0,0,0,0.002347418,0.011737089,0,0,0.063380282,0,0.377934272,0.009389671,1,1,773,0.184
ingathering,0.5,0,0,0,0.714,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,8,0
ingenue,0.534883721,0,0,0.023255814,0.164,0.068,0.441860465,0.534883721,0,0,0,0,0,0,0,0.023255814,0,0,0.046511628,0,0.395348837,0,1,0,85,0.094
ingenuity,0.115384615,0.009615385,0,0,0.411,0.002,0.865384615,0.115384615,0,0,0,0,0,0,0.009615385,0,0,0,0.115384615,0,0.75,0.009615385,0,1,561,0.005
ingenuousness,0.333333333,0,0,0,0.25,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,1,12,0
ingestion,0.064516129,0,0,0.032258065,0.637,0.017,0.806451613,0.064516129,0,0,0,0,0,0,0,0.032258065,0,0,0.032258065,0,0.774193548,0.096774194,0,1,198,0.03
inglenook,0.5,0,0,0,0.2,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,16,0
ingot,0.268292683,0.048780488,0,0.097560976,0.115,0.345,0.585365854,0.243902439,0.097560976,0,0,0,0,0,0.048780488,0.024390244,0,0,0.073170732,0,0.512195122,0,1,0,97,0.546
ingratitude,0.25,0,0,0,0.5,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,46,0
ingredient,0.175831874,0.032574431,0,0.261996497,0.014,0.373,0.47530648,0.160070053,0.075656743,0.155516637,0.001050788,0,0.001401051,0.000350263,0.030122592,0.048686515,0,0,0.043782837,0,0.431523643,0.051838879,1,0,6107,0.804
ingress,0.2,0.2,0,0,0.829,0,0.6,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,1,37,0
inhabitant,0.03366697,0.15377616,0,0.090991811,0.01,0.171,0.639672429,0.031847134,0.015468608,0.046405823,0.006369427,0.010009099,0.013648772,0.075523203,0.050045496,0.027297543,0,0.001819836,0.035486806,0,0.602365787,0.078252957,1,0,2166,0.938
inhaler,0.571428571,0.017857143,0,0,0.043,0.188,0.410714286,0.553571429,0,0.017857143,0,0,0,0,0.017857143,0,0,0,0.017857143,0,0.392857143,0,1,0,142,0.239
inheritance,0.473239437,0.002816901,0,0.014084507,0.381,0.032,0.507042254,0.467605634,0.008450704,0.002816901,0,0,0,0,0.002816901,0.008450704,0,0,0.090140845,0,0.416901408,0.002816901,1,1,1329,0.04
inhibition,0.12745098,0.019607843,0.009803922,0.058823529,0.471,0.133,0.764705882,0.12745098,0.009803922,0.019607843,0,0,0,0,0.019607843,0.029411765,0,0,0.137254902,0,0.62745098,0.029411765,1,1,619,0.286
inhumanity,0,0,0,0,0.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0.964285714,0,1,1,116,0.017
iniquity,0.05,0,0.05,0.1,0.488,0.035,0.85,0.05,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.85,0,1,1,86,0.279
initial,0,0.005617978,0,0.123595506,0,0.123,0.865168539,0,0.04494382,0.005617978,0.011235955,0,0,0,0.005617978,0.061797753,0,0,0.028089888,0,0.837078652,0.005617978,1,0,589,0.98
initiate,0.257142857,0,0,0.021428571,0.059,0.013,0.721428571,0.235714286,0.021428571,0,0,0,0,0,0,0.021428571,0,0,0,0,0.721428571,0,1,0,166,0.012
initiation,0.142180095,0,0.002369668,0.014218009,0.427,0.056,0.838862559,0.142180095,0.007109005,0.004739336,0,0,0,0,0,0.002369668,0,0,0.042654028,0,0.796208531,0.004739336,0,1,1480,0.072
initiative,0.208279763,0.038056056,0.000514271,0.102082798,0.103,0.255,0.633324762,0.20159424,0.029570584,0.011571098,0.000771407,0,0.000257136,0,0.03779892,0.067369504,0,0,0.104911288,0,0.528413474,0.01774235,1,1,8513,0.41
injection,0.341747573,0.027184466,0,0.13592233,0.299,0.25,0.485436893,0.32815534,0.077669903,0.021359223,0.003883495,0,0.001941748,0.003883495,0.015533981,0.050485437,0,0,0.052427184,0,0.433009709,0.009708738,1,1,1933,0.296
injudiciousness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
injunction,0.549909256,0.003629764,0,0.021778584,0.063,0.141,0.424682396,0.548094374,0.007259528,0.00907441,0,0,0,0,0.003629764,0.007259528,0,0,0.038112523,0,0.386569873,0,1,0,824,0.22
injury,0.501966717,0.027836611,0,0.057488654,0.253,0.283,0.399394856,0.494704992,0.020877458,0.012102874,0.000605144,0.000605144,0.002723147,0.000605144,0.022995461,0.032072617,0,0.000302572,0.075340393,0,0.323751891,0.012708018,1,1,11578,0.389
injustice,0.279069767,0.011627907,0.004983389,0.028239203,0.426,0.111,0.679401993,0.274086379,0.008305648,0,0,0,0,0,0.011627907,0.024916944,0,0,0.121262458,0,0.558139535,0.00166113,1,1,1916,0.211
ink,0.075117371,0.002347418,0.002347418,0.028169014,0.572,0.053,0.889671362,0.070422535,0.009389671,0.007042254,0,0,0,0,0.002347418,0.016431925,0,0.002347418,0.075117371,0,0.812206573,0.004694836,1,1,2144,0.078
inkling,0.619318182,0,0,0.022727273,0.198,0.032,0.352272727,0.619318182,0,0,0,0,0,0,0,0.022727273,0,0,0.176136364,0,0.176136364,0.005681818,0,1,250,0.068
inkpot,0.142857143,0,0,0,0.182,0,0.857142857,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0,1,0,11,0
inkstand,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,7,0.143
inkwell,0.4375,0,0,0,0,0.075,0.5625,0.4375,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.53125,0,1,0,41,0.195
inlay,0.25,0,0,0,0.26,0.312,0.6875,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0.0625,1,1,86,0.453
inlet,0.166666667,0.008064516,0,0.021505376,0.383,0.064,0.798387097,0.155913978,0.018817204,0.005376344,0,0,0,0,0.008064516,0.008064516,0,0,0.018817204,0,0.779569892,0.005376344,1,0,988,0.117
inmate,0.214488636,0.060369318,0,0.229403409,0.026,0.441,0.435369318,0.192471591,0.104403409,0.085227273,0.009943182,0.002840909,0.0078125,0.005681818,0.042613636,0.053977273,0,0.000710227,0.051136364,0,0.383522727,0.056818182,1,0,3151,0.741
inn,0.177879133,0.001140251,0,0.021664766,0.209,0.037,0.794754846,0.175598632,0.011972634,0.004561003,0,0,0,0,0.001140251,0.007411631,0,0,0.022805017,0,0.771949829,0.004561003,1,0,3030,0.073
innards,0,0,0,0.019230769,0.005,0,0.980769231,0,0,0,0,0,0,0,0,0.019230769,0,0,0.038461538,0,0.942307692,0,0,0,204,0
inning,0.069433962,0.01245283,0,0.438490566,0.019,0.106,0.446415094,0.052075472,0.304150943,0.146792453,0,0,0.004528302,0,0.007924528,0.011698113,0,0,0.013584906,0,0.432830189,0.026415094,1,0,3108,0.537
innings,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
innkeeper,0.13986014,0.013986014,0,0.013986014,0.032,0.108,0.825174825,0.132867133,0.013986014,0,0,0,0,0,0.006993007,0.006993007,0,0,0.027972028,0,0.797202797,0.006993007,1,0,206,0.248
innocence,0.235294118,0.004524887,0.095022624,0.022624434,0.438,0.001,0.737556561,0.235294118,0,0.022624434,0,0,0,0,0.004524887,0,0,0,0.117647059,0,0.619909502,0,0,1,1808,0.001
innocent,0,0.06557377,0,0.163934426,0.014,0.64,0.754098361,0,0.06557377,0,0.049180328,0,0,0,0.06557377,0.049180328,0,0,0.032786885,0,0.721311475,0.016393443,1,0,215,0.986
innocuousness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
innovation,0.239583333,0.075,0.003125,0.16875,0.427,0.174,0.504166667,0.217708333,0.061458333,0.009375,0.002083333,0,0,0,0.075,0.119791667,0,0,0.153125,0,0.351041667,0.010416667,1,1,4805,0.301
innovator,0.444444444,0.038647343,0,0.111111111,0.064,0.319,0.400966184,0.434782609,0.043478261,0.014492754,0,0,0,0,0.038647343,0.062801932,0,0,0.038647343,0,0.362318841,0.004830918,1,0,424,0.54
innuendo,0.141414141,0,0.02020202,0.424242424,0.549,0.041,0.434343434,0.04040404,0,0.525252525,0,0,0,0,0,0,0,0,0.161616162,0,0.272727273,0,1,1,450,0.198
inoculation,0.444444444,0,0,0.037037037,0.478,0.261,0.518518519,0.444444444,0,0,0,0,0,0,0,0.037037037,0,0,0.148148148,0,0.37037037,0,1,1,159,0.264
inoffensiveness,0,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0
input,0.152734778,0.011351909,0.007223942,0.090815273,0.409,0.173,0.734778122,0.142414861,0.044375645,0.029927761,0,0,0,0,0.011351909,0.028895769,0,0.002063983,0.146542828,0,0.586171311,0.008255934,1,1,4693,0.229
inquest,0.411764706,0,0,0.078431373,0.076,0.127,0.509803922,0.411764706,0.039215686,0.019607843,0,0,0,0,0,0.019607843,0,0,0.058823529,0,0.450980392,0,1,0,86,0.233
inquietude,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
inquirer,0.035,0,0,0,0.118,0.096,0.96,0.03,0.01,0,0,0,0,0,0,0,0,0,0.005,0,0.955,0,1,0,313,0.109
inquiry,0.37924282,0.026762402,0.007180157,0.050913838,0.44,0.128,0.528720627,0.376631854,0.00848564,0.016971279,0.002610966,0,0.003263708,0,0.022845953,0.025456919,0,0,0.148825065,0,0.37924282,0.014360313,1,1,5376,0.187
inquisition,0.067092652,0,0,0.009584665,0.032,0.043,0.923322684,0.067092652,0,0.003194888,0,0,0,0,0,0.006389776,0,0,0.022364217,0,0.900958466,0,1,1,391,0.079
inquisitiveness,0.5,0,0,0,0.364,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,1,34,0
inquisitor,0.142857143,0,0,0.017857143,0.073,0.155,0.839285714,0.142857143,0,0,0,0,0,0,0,0.017857143,0,0,0.053571429,0,0.785714286,0,1,0,120,0.492
inroad,0.107142857,0.125,0,0.035714286,0.003,0.782,0.732142857,0.107142857,0,0,0,0,0,0,0.125,0.035714286,0,0,0.285714286,0,0.446428571,0,1,0,333,0.958
inrush,0.666666667,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,3,0
insanity,0.073394495,0,0,0.009174312,0.602,0.006,0.917431193,0.064220183,0.009174312,0,0,0,0,0,0,0.009174312,0,0,0.220183486,0,0.697247706,0,0,1,626,0.01
inscription,0.258970359,0.00624025,0,0.035881435,0.088,0.145,0.692667707,0.254290172,0.009360374,0.004680187,0,0,0,0,0.00624025,0.026521061,0,0,0.053042122,0,0.639625585,0.00624025,1,0,1054,0.3
inscrutability,0.25,0,0,0,0.588,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1,17,0
insect,0.210890233,0.069144339,0,0.106309421,0.023,0.52,0.607605877,0.208297321,0.015557476,0.005185825,0.009507347,0,0.002592913,0.006914434,0.05099395,0.083837511,0,0.000864304,0.098530683,0,0.50821089,0.004321521,1,0,3660,0.768
insecticide,0.431192661,0.04587156,0,0.082568807,0.194,0.35,0.440366972,0.431192661,0.036697248,0.009174312,0,0,0,0,0.04587156,0.036697248,0,0,0.082568807,0,0.357798165,0,1,1,404,0.448
insectivore,0.333333333,0,0,0.333333333,0,0.222,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,1,0,9,0.778
insecurity,0.151162791,0.01744186,0.005813953,0.040697674,0.425,0.055,0.790697674,0.151162791,0,0.005813953,0,0,0,0,0.011627907,0.034883721,0,0,0.145348837,0,0.645348837,0,0,1,1080,0.188
insemination,0.1,0,0.1,0.1,0.844,0.021,0.7,0.1,0,0,0,0,0,0,0,0.1,0,0,0.2,0,0.5,0.1,0,1,108,0.028
insensibility,0,0,0,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0
insensitivity,0.327586207,0,0,0.017241379,0.369,0.004,0.655172414,0.327586207,0.017241379,0,0,0,0,0,0,0,0,0,0.086206897,0,0.568965517,0,0,1,247,0.02
inseparability,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0.976190476,0,0,1,47,0
insert,0.340659341,0.005494505,0.002747253,0.104395604,0.137,0.361,0.513736264,0.348901099,0.038461538,0.024725275,0,0,0,0,0.005494505,0.049450549,0,0,0.027472527,0,0.486263736,0.019230769,1,0,1187,0.465
insertion,0.128378378,0,0,0.027027027,0.383,0.071,0.831081081,0.128378378,0,0.013513514,0,0,0,0,0,0.013513514,0,0,0.033783784,0,0.797297297,0.013513514,1,1,444,0.106
inset,0.139534884,0,0,0.069767442,0.708,0.051,0.720930233,0.139534884,0,0.069767442,0,0,0,0,0,0,0,0,0.023255814,0,0.697674419,0.069767442,1,0,263,0.084
inside,0.016719745,0,0.008757962,0.006767516,0.165,0.011,0.976512739,0.01433121,0.002388535,0.001194268,0,0,0,0,0,0.005573248,0,0.000398089,0.009952229,0,0.96616242,0,1,0,3915,0.142
insider,0.484482759,0.056896552,0,0.074137931,0.065,0.445,0.372413793,0.432758621,0.093103448,0.012068966,0.001724138,0,0.003448276,0,0.053448276,0.029310345,0,0,0.103448276,0,0.268965517,0.001724138,1,0,1933,0.438
insidiousness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
insight,0.220454545,0.04375,0.001704545,0.084659091,0.307,0.241,0.642045455,0.213636364,0.026136364,0.002272727,0,0,0,0,0.04375,0.064204545,0,0.000568182,0.321022727,0,0.320454545,0.007954545,1,1,6460,0.417
insignia,0.207407407,0.014814815,0,0.037037037,0.227,0.038,0.733333333,0.207407407,0,0,0,0,0,0,0.014814815,0.037037037,0,0,0.02962963,0,0.703703704,0.007407407,1,0,340,0.062
insignificance,0.088235294,0,0,0,0.4,0,0.911764706,0.088235294,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0.882352941,0,0,1,117,0
insincerity,0.166666667,0,0,0,0.595,0,0.833333333,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,1,44,0
insinuation,0.178571429,0,0,0.035714286,0.089,0.185,0.785714286,0.178571429,0,0,0,0,0,0,0,0.035714286,0,0,0.125,0,0.660714286,0,1,1,126,0.429
insipidness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
insistence,0.257534247,0,0,0.002739726,0.099,0.001,0.734246575,0.257534247,0,0.002739726,0,0,0,0,0,0,0,0,0.106849315,0,0.62739726,0.005479452,0,1,1354,0.004
insistency,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
insole,0.266666667,0,0,0.044444444,0.045,0.303,0.666666667,0.266666667,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0.6,0.022222222,1,0,97,0.546
insolence,0.136363636,0,0,0,0.463,0,0.863636364,0.136363636,0,0,0,0,0,0,0,0,0,0,0.409090909,0,0.454545455,0,0,1,84,0
insolvency,0,0,0,0,0.755,0.059,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,1,105,0.076
insolvent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
insomnia,0.045454545,0,0,0.090909091,0.696,0,0.863636364,0.045454545,0,0.045454545,0,0,0,0,0,0.045454545,0,0,0.090909091,0,0.772727273,0,0,1,423,0.005
insomniac,0.625,0.025,0,0.075,0.09,0.224,0.275,0.625,0,0.025,0,0,0,0,0.025,0.05,0,0,0.025,0,0.25,0,1,0,89,0.281
insouciance,0.4,0,0,0,0.415,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0,0,1,53,0
inspection,0.514285714,0.010884354,0.001360544,0.063945578,0.36,0.259,0.375510204,0.507482993,0.028571429,0.016326531,0,0.001360544,0.001360544,0.001360544,0.006802721,0.028571429,0,0,0.050340136,0,0.325170068,0.032653061,1,1,3566,0.279
inspector,0.267352185,0.016281063,0,0.073693231,0.115,0.313,0.631533847,0.257069409,0.045415596,0.023993145,0.002570694,0.000856898,0.001713796,0.000856898,0.011996572,0.01285347,0,0,0.040274207,0,0.59125964,0.011139674,1,0,2913,0.41
inspectorate,0.157894737,0,0,0.052631579,0.133,0.033,0.789473684,0.157894737,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.789473684,0,1,0,30,0.1
inspiration,0.363140676,0.001090513,0,0.031624864,0.522,0.012,0.599781897,0.356597601,0.015267176,0.007633588,0,0,0,0,0.001090513,0.015267176,0,0,0.076335878,0,0.52344602,0.00436205,1,1,3470,0.032
instability,0.065789474,0,0,0.026315789,0.578,0.024,0.904605263,0.065789474,0,0.006578947,0,0,0,0,0,0.019736842,0,0,0.131578947,0,0.773026316,0.003289474,1,1,1686,0.041
installation,0.260370697,0.021182701,0,0.080317741,0.207,0.173,0.623124448,0.256840247,0.032656664,0.026478376,0.000882613,0,0.001765225,0,0.018534863,0.024713151,0,0,0.060900265,0,0.562224184,0.015004413,1,1,2991,0.274
instalment,0.5,0,0,0,0.25,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,5,0.2
instance,0.169699951,0.146089523,0,0.26512543,0.674,0.105,0.40826365,0.095671422,0.109198229,0.097884899,0.001967536,0,0.00122971,0.000737826,0.142892277,0.133792425,0,0,0.284800787,0,0.123462863,0.008362027,1,0,16605,0.207
instant,0.603821197,0.001081471,0.00036049,0.016582552,0.047,0.007,0.375270368,0.573900505,0.028478731,0.002523432,0,0,0,0,0.000720981,0.015861572,0,0.00036049,0.131218457,0,0.24369142,0.003244412,1,0,3261,0.013
instantaneousness,0,0,0,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0
instep,0.272727273,0,0,0,0.22,0.049,0.727272727,0.25,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,1,0,140,0.107
instigation,0.088235294,0,0,0.029411765,0.065,0,0.882352941,0.088235294,0,0,0,0,0,0,0,0.029411765,0,0,0.029411765,0,0.852941176,0,0,1,63,0.032
instigator,0.092105263,0,0,0.039473684,0.066,0.066,0.868421053,0.092105263,0.039473684,0,0,0,0,0,0,0,0,0,0.013157895,0,0.855263158,0,1,0,107,0.346
instillation,0,0,0,0,0.545,0.091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0.182
instinct,0.300417246,0.001390821,0.004172462,0.086230876,0.206,0.102,0.603616134,0.299026426,0.005563282,0.006954103,0,0,0,0,0.001390821,0.075104312,0,0,0.140472879,0,0.463143255,0.008344924,1,1,2894,0.449
institute,0.037252221,0,0.000113921,0.002620187,0.224,0,0.95705172,0.036568694,0.001139212,0.001594896,0,0,0,0,0,0.000569606,0,0,0.004442925,0,0.952608795,0.003075871,1,0,13470,0
institution,0.259415085,0.041251924,0.000102617,0.146639302,0.027,0.387,0.544484351,0.249974346,0.042893792,0.018368394,0.001847101,0.000102617,0.002770652,0.000410467,0.037762955,0.093996921,0.000102617,0.00030785,0.075731144,0,0.468240123,0.007285788,1,1,23766,0.671
instruction,0.090231463,0.015692428,0.007453903,0.097685367,0.509,0.181,0.776382895,0.08277756,0.033738721,0.017261671,0.000392311,0,0.000392311,0.000784621,0.013730875,0.059238917,0,0,0.098077678,0,0.677912907,0.014515496,1,1,16360,0.303
instructor,0.307105719,0.01559792,0,0.063431542,0.06,0.278,0.608318891,0.293240901,0.043674177,0.010398614,0.001039861,0.00034662,0.001039861,0,0.014211438,0.02287695,0,0.000693241,0.028769497,0,0.578856153,0.004852686,1,0,6011,0.411
instructress,0.2,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,8,0
instrument,0.328939828,0.016762178,0.000143266,0.095988539,0.039,0.252,0.55286533,0.322206304,0.044842407,0.007593123,0.000143266,0.000143266,0.000429799,0.000286533,0.015329513,0.052292264,0,0.000286533,0.084240688,0,0.468194842,0.003868195,1,0,12630,0.461
instrumentalist,0.181818182,0.022727273,0,0.113636364,0.035,0.488,0.681818182,0.181818182,0.090909091,0.022727273,0,0,0,0,0.022727273,0,0,0,0.204545455,0,0.477272727,0,1,0,191,0.733
instrumentality,0.205128205,0,0,0.102564103,0.366,0.106,0.692307692,0.205128205,0,0,0,0,0,0,0,0.102564103,0,0,0.025641026,0,0.666666667,0,0,1,137,0.248
instrumentation,0.074766355,0,0,0.065420561,0.605,0,0.859813084,0.074766355,0.009345794,0.028037383,0,0,0,0,0,0.028037383,0,0,0.08411215,0,0.775700935,0,0,1,681,0.007
insubordination,0,0,0,0.2,0.745,0,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0.2,0.2,1,1,107,0
insufficiency,0.102564103,0,0,0.025641026,0.503,0.033,0.871794872,0.102564103,0,0,0,0,0,0,0,0.025641026,0,0,0.205128205,0,0.666666667,0,0,1,188,0.064
insularity,0.16,0,0,0,0.245,0,0.84,0.16,0,0,0,0,0,0,0,0,0,0,0.24,0,0.6,0,0,1,57,0
insulation,0.094444444,0,0.005555556,0.055555556,0.585,0.005,0.85,0.077777778,0.027777778,0.027777778,0,0,0,0,0,0.016666667,0,0,0.133333333,0,0.716666667,0,0,1,922,0.009
insulator,0.7,0,0,0.04,0.054,0.301,0.26,0.7,0.02,0.02,0,0,0,0,0,0,0,0,0.04,0,0.22,0,1,0,100,0.39
insulin,0.076923077,0.019230769,0.019230769,0,0.78,0.002,0.846153846,0.057692308,0.019230769,0,0,0.019230769,0,0,0,0,0,0,0.211538462,0,0.634615385,0.057692308,0,1,898,0.002
insult,0.608695652,0.008152174,0.002717391,0.032608696,0.261,0.193,0.346467391,0.60326087,0.010869565,0,0.001358696,0,0,0.001358696,0.006793478,0.028532609,0,0,0.063858696,0,0.282608696,0.001358696,1,1,1773,0.297
insurance,0.127572016,0.008230453,0.004115226,0.053497942,0.754,0,0.78600823,0.119341564,0.014403292,0.024691358,0,0,0.002057613,0.004115226,0.002057613,0.022633745,0,0,0.230452675,0,0.555555556,0.024691358,1,1,13329,0
